2025-05-13 16:30:24,485 - DEBUG - [algo] | Using cached balances (age=40.9s)
2025-05-13 16:52:15,565 - DEBUG - [algo] | Using cached balances (age=26.7s)
2025-05-13 16:52:15,566 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:15,567 - DEBUG - [algo] | Using cached balances (age=26.7s)
2025-05-13 16:52:15,567 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:15,667 - DEBUG - [algo] | Using cached balances (age=26.8s)
2025-05-13 16:52:15,668 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:15,669 - DEBUG - [algo] | Using cached balances (age=26.8s)
2025-05-13 16:52:15,669 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:16,297 - DEBUG - [algo] | Using cached balances (age=27.4s)
2025-05-13 16:52:16,298 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:16,298 - DEBUG - [algo] | Using cached balances (age=27.4s)
2025-05-13 16:52:16,299 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:16,458 - DEBUG - [algo] | Using cached balances (age=27.6s)
2025-05-13 16:52:16,459 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:16,459 - DEBUG - [algo] | Using cached balances (age=27.6s)
2025-05-13 16:52:16,460 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:17,182 - DEBUG - [algo] | Using cached balances (age=28.3s)
2025-05-13 16:52:17,182 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:17,182 - DEBUG - [algo] | Using cached balances (age=28.3s)
2025-05-13 16:52:17,183 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:17,290 - DEBUG - [algo] | Using cached balances (age=28.4s)
2025-05-13 16:52:17,290 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:17,291 - DEBUG - [algo] | Using cached balances (age=28.4s)
2025-05-13 16:52:17,291 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,033 - DEBUG - [algo] | Using cached balances (age=29.1s)
2025-05-13 16:52:18,034 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,034 - DEBUG - [algo] | Using cached balances (age=29.1s)
2025-05-13 16:52:18,035 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,137 - DEBUG - [algo] | Using cached balances (age=29.2s)
2025-05-13 16:52:18,138 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,139 - DEBUG - [algo] | Using cached balances (age=29.2s)
2025-05-13 16:52:18,139 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,266 - DEBUG - [algo] | Using cached balances (age=29.4s)
2025-05-13 16:52:18,266 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,267 - DEBUG - [algo] | Using cached balances (age=29.4s)
2025-05-13 16:52:18,267 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,461 - DEBUG - [algo] | Using cached balances (age=29.6s)
2025-05-13 16:52:18,462 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,462 - DEBUG - [algo] | Using cached balances (age=29.6s)
2025-05-13 16:52:18,463 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,564 - DEBUG - [algo] | Using cached balances (age=29.7s)
2025-05-13 16:52:18,565 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,565 - DEBUG - [algo] | Using cached balances (age=29.7s)
2025-05-13 16:52:18,565 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,672 - DEBUG - [algo] | Using cached balances (age=29.8s)
2025-05-13 16:52:18,673 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,673 - DEBUG - [algo] | Using cached balances (age=29.8s)
2025-05-13 16:52:18,674 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,778 - DEBUG - [algo] | Using cached balances (age=29.9s)
2025-05-13 16:52:18,779 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,779 - DEBUG - [algo] | Using cached balances (age=29.9s)
2025-05-13 16:52:18,780 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:18,945 - DEBUG - [algo] | Using cached balances (age=30.1s)
2025-05-13 16:52:18,945 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:18,946 - DEBUG - [algo] | Using cached balances (age=30.1s)
2025-05-13 16:52:18,946 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:19,096 - DEBUG - [algo] | Using cached balances (age=30.2s)
2025-05-13 16:52:19,097 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:19,097 - DEBUG - [algo] | Using cached balances (age=30.2s)
2025-05-13 16:52:19,098 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:19,365 - DEBUG - [db] Opening new session
2025-05-13 16:52:19,366 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:52:19,368 - DEBUG - [db] Session closed
2025-05-13 16:52:19,368 - INFO - 172.18.0.1:35000 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:52:20,057 - DEBUG - [algo] | Using cached balances (age=31.2s)
2025-05-13 16:52:20,058 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:20,058 - DEBUG - [algo] | Using cached balances (age=31.2s)
2025-05-13 16:52:20,059 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:20,376 - DEBUG - [algo] | Using cached balances (age=31.5s)
2025-05-13 16:52:20,377 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:20,378 - DEBUG - [algo] | Using cached balances (age=31.5s)
2025-05-13 16:52:20,378 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:20,415 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:52:20,416 - DEBUG - [db] Opening new session
2025-05-13 16:52:20,416 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:52:20,418 - DEBUG - [db] Session closed
2025-05-13 16:52:20,419 - INFO - 172.18.0.1:35000 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:52:20,607 - DEBUG - [algo] | Using cached balances (age=31.7s)
2025-05-13 16:52:20,608 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:20,608 - DEBUG - [algo] | Using cached balances (age=31.7s)
2025-05-13 16:52:20,609 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:20,707 - DEBUG - [algo] | Using cached balances (age=31.8s)
2025-05-13 16:52:20,707 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:20,708 - DEBUG - [algo] | Using cached balances (age=31.8s)
2025-05-13 16:52:20,709 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:21,185 - DEBUG - [algo] | Using cached balances (age=32.3s)
2025-05-13 16:52:21,187 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:21,188 - DEBUG - [algo] | Using cached balances (age=32.3s)
2025-05-13 16:52:21,188 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:21,298 - DEBUG - [algo] | Using cached balances (age=32.4s)
2025-05-13 16:52:21,300 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:21,300 - DEBUG - [algo] | Using cached balances (age=32.4s)
2025-05-13 16:52:21,302 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:21,489 - DEBUG - [algo] | Using cached balances (age=32.6s)
2025-05-13 16:52:21,490 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:21,491 - DEBUG - [algo] | Using cached balances (age=32.6s)
2025-05-13 16:52:21,492 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:21,605 - DEBUG - [algo] | Using cached balances (age=32.7s)
2025-05-13 16:52:21,606 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:21,607 - DEBUG - [algo] | Using cached balances (age=32.7s)
2025-05-13 16:52:21,608 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:21,705 - DEBUG - [algo] | Using cached balances (age=32.8s)
2025-05-13 16:52:21,705 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:21,706 - DEBUG - [algo] | Using cached balances (age=32.8s)
2025-05-13 16:52:21,707 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:21,809 - DEBUG - [algo] | Using cached balances (age=32.9s)
2025-05-13 16:52:21,810 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:21,811 - DEBUG - [algo] | Using cached balances (age=32.9s)
2025-05-13 16:52:21,811 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:21,910 - DEBUG - [algo] | Using cached balances (age=33.0s)
2025-05-13 16:52:21,910 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:21,911 - DEBUG - [algo] | Using cached balances (age=33.0s)
2025-05-13 16:52:21,911 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:22,037 - DEBUG - [algo] | Using cached balances (age=33.1s)
2025-05-13 16:52:22,037 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:22,038 - DEBUG - [algo] | Using cached balances (age=33.1s)
2025-05-13 16:52:22,039 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:22,163 - DEBUG - [algo] | Using cached balances (age=33.3s)
2025-05-13 16:52:22,164 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:22,165 - DEBUG - [algo] | Using cached balances (age=33.3s)
2025-05-13 16:52:22,165 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:23,520 - DEBUG - [algo] | Using cached balances (age=34.6s)
2025-05-13 16:52:23,520 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:23,521 - DEBUG - [algo] | Using cached balances (age=34.6s)
2025-05-13 16:52:23,521 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:23,619 - DEBUG - [algo] | Using cached balances (age=34.7s)
2025-05-13 16:52:23,620 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:23,621 - DEBUG - [algo] | Using cached balances (age=34.7s)
2025-05-13 16:52:23,621 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:24,055 - DEBUG - [algo] | Using cached balances (age=35.2s)
2025-05-13 16:52:24,056 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:24,056 - DEBUG - [algo] | Using cached balances (age=35.2s)
2025-05-13 16:52:24,057 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:24,169 - DEBUG - [algo] | Using cached balances (age=35.3s)
2025-05-13 16:52:24,169 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:24,170 - DEBUG - [algo] | Using cached balances (age=35.3s)
2025-05-13 16:52:24,170 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:24,334 - DEBUG - [db] Opening new session
2025-05-13 16:52:24,335 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:52:24,337 - DEBUG - [db] Session closed
2025-05-13 16:52:24,338 - INFO - 172.18.0.1:35000 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:52:24,424 - DEBUG - [algo] | Using cached balances (age=35.5s)
2025-05-13 16:52:24,427 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:24,428 - DEBUG - [algo] | Using cached balances (age=35.5s)
2025-05-13 16:52:24,428 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:24,535 - DEBUG - [algo] | Using cached balances (age=35.6s)
2025-05-13 16:52:24,536 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:24,536 - DEBUG - [algo] | Using cached balances (age=35.6s)
2025-05-13 16:52:24,537 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:24,748 - DEBUG - [algo] | Using cached balances (age=35.9s)
2025-05-13 16:52:24,748 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:24,749 - DEBUG - [algo] | Using cached balances (age=35.9s)
2025-05-13 16:52:24,750 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:24,854 - DEBUG - [algo] | Using cached balances (age=36.0s)
2025-05-13 16:52:24,854 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:24,855 - DEBUG - [algo] | Using cached balances (age=36.0s)
2025-05-13 16:52:24,855 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:25,065 - DEBUG - [algo] | Using cached balances (age=36.2s)
2025-05-13 16:52:25,066 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:25,066 - DEBUG - [algo] | Using cached balances (age=36.2s)
2025-05-13 16:52:25,066 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:25,286 - DEBUG - [algo] | Using cached balances (age=36.4s)
2025-05-13 16:52:25,287 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:25,288 - DEBUG - [algo] | Using cached balances (age=36.4s)
2025-05-13 16:52:25,288 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:25,391 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:52:25,392 - DEBUG - [db] Opening new session
2025-05-13 16:52:25,394 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:52:25,396 - DEBUG - [db] Session closed
2025-05-13 16:52:25,397 - INFO - 172.18.0.1:35000 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:52:25,762 - DEBUG - [algo] | Using cached balances (age=36.9s)
2025-05-13 16:52:25,763 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:25,764 - DEBUG - [algo] | Using cached balances (age=36.9s)
2025-05-13 16:52:25,764 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:25,977 - DEBUG - [algo] | Using cached balances (age=37.1s)
2025-05-13 16:52:25,978 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:25,978 - DEBUG - [algo] | Using cached balances (age=37.1s)
2025-05-13 16:52:25,979 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:26,070 - DEBUG - [algo] | Using cached balances (age=37.2s)
2025-05-13 16:52:26,070 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:26,071 - DEBUG - [algo] | Using cached balances (age=37.2s)
2025-05-13 16:52:26,071 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:26,693 - DEBUG - [algo] | Using cached balances (age=37.8s)
2025-05-13 16:52:26,693 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:26,694 - DEBUG - [algo] | Using cached balances (age=37.8s)
2025-05-13 16:52:26,695 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:26,914 - DEBUG - [algo] | Using cached balances (age=38.0s)
2025-05-13 16:52:26,915 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:26,915 - DEBUG - [algo] | Using cached balances (age=38.0s)
2025-05-13 16:52:26,916 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:27,046 - DEBUG - [algo] | Using cached balances (age=38.2s)
2025-05-13 16:52:27,047 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:27,048 - DEBUG - [algo] | Using cached balances (age=38.2s)
2025-05-13 16:52:27,048 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:27,149 - DEBUG - [algo] | Using cached balances (age=38.3s)
2025-05-13 16:52:27,150 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:27,150 - DEBUG - [algo] | Using cached balances (age=38.3s)
2025-05-13 16:52:27,151 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:27,565 - DEBUG - [algo] | Using cached balances (age=38.7s)
2025-05-13 16:52:27,566 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:27,566 - DEBUG - [algo] | Using cached balances (age=38.7s)
2025-05-13 16:52:27,567 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:27,975 - DEBUG - [algo] | Using cached balances (age=39.1s)
2025-05-13 16:52:27,975 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:27,976 - DEBUG - [algo] | Using cached balances (age=39.1s)
2025-05-13 16:52:27,976 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:28,087 - DEBUG - [algo] | Using cached balances (age=39.2s)
2025-05-13 16:52:28,088 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:28,088 - DEBUG - [algo] | Using cached balances (age=39.2s)
2025-05-13 16:52:28,089 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:28,198 - DEBUG - [algo] | Using cached balances (age=39.3s)
2025-05-13 16:52:28,199 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:28,200 - DEBUG - [algo] | Using cached balances (age=39.3s)
2025-05-13 16:52:28,200 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:29,369 - DEBUG - [db] Opening new session
2025-05-13 16:52:29,370 - DEBUG - [db] list_trades_by_symbol → symbol=KAS-USDT skip=0 limit=1000
2025-05-13 16:52:29,372 - DEBUG - [db] Session closed
2025-05-13 16:52:29,372 - INFO - 172.18.0.1:35000 - "GET /algo/trades HTTP/1.1" 200
2025-05-13 16:52:29,924 - DEBUG - [algo] | Using cached balances (age=41.0s)
2025-05-13 16:52:29,925 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:29,925 - DEBUG - [algo] | Using cached balances (age=41.0s)
2025-05-13 16:52:29,926 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:30,023 - DEBUG - [algo] | Using cached balances (age=41.1s)
2025-05-13 16:52:30,024 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:30,025 - DEBUG - [algo] | Using cached balances (age=41.1s)
2025-05-13 16:52:30,025 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:30,131 - DEBUG - [algo] | Using cached balances (age=41.2s)
2025-05-13 16:52:30,132 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:30,132 - DEBUG - [algo] | Using cached balances (age=41.2s)
2025-05-13 16:52:30,133 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:30,230 - DEBUG - [algo] | Using cached balances (age=41.3s)
2025-05-13 16:52:30,230 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:30,231 - DEBUG - [algo] | Using cached balances (age=41.3s)
2025-05-13 16:52:30,232 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:30,336 - DEBUG - [algo] | Using cached balances (age=41.4s)
2025-05-13 16:52:30,337 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:30,337 - DEBUG - [algo] | Using cached balances (age=41.4s)
2025-05-13 16:52:30,338 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:30,437 - INFO - [kc] | GET /kc/orders/open_position from 172.18.0.1
2025-05-13 16:52:30,438 - DEBUG - [db] Opening new session
2025-05-13 16:52:30,438 - DEBUG - [db] get_last_trade_by_symbol → symbol=KAS-USDT
2025-05-13 16:52:30,441 - DEBUG - [db] Session closed
2025-05-13 16:52:30,442 - INFO - 172.18.0.1:35000 - "GET /kc/orders/open_position HTTP/1.1" 200
2025-05-13 16:52:30,925 - DEBUG - [algo] | Using cached balances (age=42.0s)
2025-05-13 16:52:30,926 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:30,926 - DEBUG - [algo] | Using cached balances (age=42.0s)
2025-05-13 16:52:30,927 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:52:31,043 - DEBUG - [algo] | Using cached balances (age=42.2s)
2025-05-13 16:52:31,044 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:52:31,045 - DEBUG - [algo] | Using cached balances (age=42.2s)
2025-05-13 16:52:31,045 - DEBUG - [algo] | Returning available[KAS] = 0.000000
